,,,,,,,,,,,
NAME,DATE,RACENAME,COURSE,TRACK,DISTANCE,CONDITION,FINISHTIME,FINISHPOSITION,MARGIN,WEIGHT,SEX
ATULLIBIGEAL (G173),"Apr 28,2024",625,SHA TIN,Turf,1400,YIELDING,1.22.55,4,1-1/4,132,Stallion
ATULLIBIGEAL (G173),"Apr 14,2024",585,SHA TIN,Turf,1200,GOOD TO FIRM,1.09.11,5,3-1/2,134,Stallion
ATULLIBIGEAL (G173),"Feb 25,2024",447,SHA TIN,Turf,1600,GOOD,1.35.31,3,1,131,Stallion
ATULLIBIGEAL (G173),"Feb 18,2024",434,SHA TIN,Turf,1400,GOOD,1.22.07,1,3,130,Stallion
ATULLIBIGEAL (G173),"Jan 21,2024",359,SHA TIN,Turf,1400,GOOD,1.21.60,3,2,121,Stallion
ATULLIBIGEAL (G173),"Jan 1,2024",303,SHA TIN,Turf,1400,GOOD,1.22.41,5,2-3/4,117,Stallion
ATULLIBIGEAL (G173),"Dec 10,2023",241,SHA TIN,Turf,1400,GOOD,1.22.52,7,1-1/2,122,Stallion
ATULLIBIGEAL (G173),"Nov 26,2023",201,SHA TIN,Turf,1600,GOOD,1.34.68,2,SH,118,Stallion
ATULLIBIGEAL (G173),"Nov 11,2023",163,SHA TIN,Turf,1400,GOOD,1.21.76,4,N,116,Stallion
ATULLIBIGEAL (G173),"Oct 22,2023",110,SHA TIN,Turf,1400,GOOD,1.21.46,1,HD,119,Stallion
ANOTHER ZONDA (K176),"Nov 2,2025",150,HAPPY VALLEY,Turf,1650,GOOD TO FIRM,1.40.86,8,3-3/4,125,Stallion
ANOTHER ZONDA (K176),"Oct 8,2025",81,HAPPY VALLEY,Turf,1650,GOOD TO FIRM,1.39.07,6,3-1/4,119,Stallion
ANOTHER ZONDA (K176),"Sep 17,2025",32,HAPPY VALLEY,Turf,1650,GOOD TO FIRM,1.40.07,3,1,125,Stallion
ANOTHER ZONDA (K176),"Jun 25,2025",785,HAPPY VALLEY,Turf,1650,GOOD TO FIRM,1.39.09,1,1,120,Stallion
ANOTHER ZONDA (K176),"Jun 8,2025",746,SHA TIN,Turf,1200,GOOD TO FIRM,1.09.64,10,4,120,Stallion
ANOTHER ZONDA (K176),"May 21,2025",694,HAPPY VALLEY,Turf,1200,GOOD TO FIRM,1.09.99,5,2-1/4,121,Stallion
ANOTHER ZONDA (K176),"May 4,2025",643,SHA TIN,Turf,1200,GOOD TO FIRM,1.08.98,4,3,121,Stallion
ANOTHER ZONDA (K176),"Apr 27,2025",629,SHA TIN,Turf,1400,GOOD,1.21.97,10,4-1/4,123,Stallion
ANOTHER ZONDA (K176),"Apr 13,2025",587,SHA TIN,Turf,1400,GOOD,1.21.71,1,SH,135,Stallion
ANOTHER ZONDA (K176),"Mar 23,2025",526,SHA TIN,Turf,1400,GOOD TO FIRM,1.21.73,5,1-3/4,135,Stallion
ANOTHER ZONDA (K176),"Feb 23,2025",454,SHA TIN,Turf,1400,GOOD,1.21.45,7,3-1/4,118,Stallion
ANOTHER ZONDA (K176),"Jan 31,2025",396,SHA TIN,Turf,1200,GOOD,1.09.72,8,3,119,Stallion
ANOTHER ZONDA (K176),"Jan 12,2025",344,SHA TIN,Turf,1200,GOOD,1.09.64,8,3-1/4,122,Stallion
AHREN (K183),"Sep 28,2025",51,SHA TIN,Turf,1200,GOOD TO FIRM,1.08.87,3,1,121,Stallion
AHREN (K183),"Jun 8,2025",746,SHA TIN,Turf,1200,GOOD TO FIRM,1.09.38,4,2-1/2,123,Stallion
AHREN (K183),"May 10,2025",667,SHA TIN,Turf,1200,GOOD,1.09.33,2,SH,120,Stallion
AHREN (K183),"Apr 13,2025",584,SHA TIN,Turf,1200,GOOD,1.09.04,1,2-3/4,129,Stallion
AHREN (K183),"Mar 23,2025",527,SHA TIN,Turf,1200,GOOD TO FIRM,1.09.01,4,2-1/2,127,Stallion
AHREN (K183),"Feb 23,2025",450,SHA TIN,Turf,1200,GOOD,1.09.68,2,3,125,Stallion
ARMOUR WAR EAGLE (J039),"Oct 26,2025",132,SHA TIN,Turf,1400,GOOD TO FIRM,1.21.98,9,4-1/4,124,Stallion
ARMOUR WAR EAGLE (J039),"Sep 28,2025",54,SHA TIN,Turf,1400,GOOD TO FIRM,1.22.17,10,3-3/4,127,Stallion
ARMOUR WAR EAGLE (J039),"Sep 7,2025",10,SHA TIN,Turf,1400,GOOD,1.21.76,4,1-1/4,125,Stallion
ARMOUR WAR EAGLE (J039),"Jul 5,2025",818,SHA TIN,Turf,1400,GOOD TO FIRM,1.21.63,5,3-1/4,128,Stallion
ARMOUR WAR EAGLE (J039),"Jun 14,2025",766,SHA TIN,Turf,1400,GOOD,1.22.45,8,6-1/4,125,Stallion
ARMOUR WAR EAGLE (J039),"Apr 13,2025",591,SHA TIN,Turf,1400,GOOD,1.21.88,9,4-1/4,127,Stallion
ARMOUR WAR EAGLE (J039),"Mar 23,2025",528,SHA TIN,Turf,1400,GOOD TO FIRM,1.21.20,2,SH,127,Stallion
ARMOUR WAR EAGLE (J039),"Mar 9,2025",493,SHA TIN,Turf,1400,GOOD TO FIRM,1.21.53,1,N,121,Stallion
ARMOUR WAR EAGLE (J039),"Feb 23,2025",454,SHA TIN,Turf,1400,GOOD,1.20.98,2,N,117,Stallion
ARMOUR WAR EAGLE (J039),"Jan 31,2025",397,SHA TIN,Turf,1400,GOOD,1.21.70,3,2-1/4,120,Stallion
ARMOUR WAR EAGLE (J039),"Jan 19,2025",362,SHA TIN,Turf,1400,GOOD TO FIRM,1.22.27,12,5,118,Stallion
ARMOUR WAR EAGLE (J039),"Dec 15,2024",266,SHA TIN,Turf,1400,GOOD,1.21.98,4,3-1/2,118,Stallion
ARMOUR WAR EAGLE (J039),"Nov 24,2024",211,SHA TIN,Turf,1600,GOOD TO FIRM,1.35.37,10,5-3/4,120,Stallion
ARMOUR WAR EAGLE (J039),"Nov 3,2024",156,SHA TIN,Turf,1400,GOOD TO FIRM,1.21.79,2,HD,118,Stallion
ARMOUR WAR EAGLE (J039),"Oct 20,2024",118,SHA TIN,Turf,1200,GOOD TO FIRM,1.09.46,3,2-1/2,116,Stallion
ARMOUR WAR EAGLE (J039),"May 5,2024",646,SHA TIN,Turf,1400,GOOD,--,WV-A,,121,Stallion
ARMOUR WAR EAGLE (J039),"Apr 14,2024",587,SHA TIN,Turf,1400,GOOD TO FIRM,1.21.91,9,2-1/4,125,Stallion
ARMOUR WAR EAGLE (J039),"Mar 16,2024",512,SHA TIN,Turf,1400,GOOD,1.22.50,8,4-1/4,125,Stallion
ARMOUR WAR EAGLE (J039),"Feb 12,2024",413,SHA TIN,Turf,1200,GOOD,1.09.44,5,3,128,Stallion
ARMOUR WAR EAGLE (J039),"Jan 21,2024",360,SHA TIN,Turf,1400,GOOD,1.22.97,10,5-3/4,128,Stallion
ARMOUR WAR EAGLE (J039),"Dec 23,2023",276,SHA TIN,Turf,1200,GOOD,1.10.03,2,N,123,Stallion
AURORA PATCH (K097),"Nov 2,2025",148,HAPPY VALLEY,Turf,1200,GOOD TO FIRM,1.09.37,2,1,117,Stallion
AURORA PATCH (K097),"Oct 1,2025",57,SHA TIN,Turf,1200,GOOD TO FIRM,1.08.87,1,1-1/2,131,Stallion
AURORA PATCH (K097),"Sep 7,2025",6,SHA TIN,Turf,1200,GOOD,1.09.00,2,2,131,Stallion
AURORA PATCH (K097),"Jun 22,2025",767,SHA TIN,Turf,1000,GOOD,0.56.65,5,5-1/4,125,Stallion
AURORA PATCH (K097),"May 18,2025",683,SHA TIN,Turf,1200,GOOD TO FIRM,1.09.59,8,3-1/2,134,Stallion
AURORA PATCH (K097),"Apr 27,2025",625,SHA TIN,Turf,1200,GOOD,1.09.41,5,2-3/4,118,Stallion
AURORA PATCH (K097),"Apr 13,2025",589,SHA TIN,Turf,1000,GOOD,0.57.38,10,4,120,Stallion
AURORA PATCH (K097),"Mar 30,2025",548,SHA TIN,Turf,1000,GOOD,0.56.94,3,2,118,Stallion
AURORA PATCH (K097),"Feb 16,2025",435,SHA TIN,Turf,1000,GOOD TO FIRM,0.56.27,2,3,121,Stallion
AURORA PATCH (K097),"Jan 31,2025",396,SHA TIN,Turf,1200,GOOD,1.10.31,14,6-3/4,118,Stallion
AURORA PATCH (K097),"Jan 12,2025",344,SHA TIN,Turf,1200,GOOD,1.09.54,6,2-3/4,122,Stallion
AURORA PATCH (K097),"Dec 22,2024",283,SHA TIN,Turf,1200,GOOD,1.09.64,11,5-1/2,120,Stallion
ALABAMA SONG (K480),"Nov 12,2025",174,HAPPY VALLEY,Turf,1200,GOOD TO FIRM,1.10.76,11,5,134,Stallion
ALABAMA SONG (K480),"Oct 26,2025",124,SHA TIN,Turf,1200,GOOD TO FIRM,1.09.47,5,4,134,Stallion
ALABAMA SONG (K480),"Jul 5,2025",808,SHA TIN,Turf,1200,GOOD TO FIRM,1.09.61,1,N,122,Stallion
ALABAMA SONG (K480),"Jun 14,2025",756,SHA TIN,Turf,1000,GOOD,0.56.79,7,6,121,Stallion
AMAZING VICTORY (G123),"Sep 17,2025",34,HAPPY VALLEY,Turf,1200,GOOD TO FIRM,--,WV,,135,Stallion
AMAZING VICTORY (G123),"Jun 25,2025",780,HAPPY VALLEY,Turf,1200,GOOD TO FIRM,1.09.59,1,N,128,Stallion
AMAZING VICTORY (G123),"May 31,2025",718,SHA TIN,Turf,1200,GOOD,1.10.00,9,7-1/2,131,Stallion
AMAZING VICTORY (G123),"May 4,2025",644,SHA TIN,Turf,1600,GOOD TO FIRM,1.35.64,8,5,135,Stallion
AMAZING VICTORY (G123),"Apr 13,2025",587,SHA TIN,Turf,1400,GOOD,1.22.39,9,4-1/4,135,Stallion
AMAZING VICTORY (G123),"Mar 15,2025",514,SHA TIN,Turf,1400,GOOD TO YIELDING,1.23.85,12,6-1/2,117,Stallion
AMAZING VICTORY (G123),"Jan 22,2025",373,HAPPY VALLEY,Turf,1800,GOOD,1.50.70,11,6,120,Stallion
AMAZING VICTORY (G123),"Jan 12,2025",346,SHA TIN,Turf,1600,GOOD,1.35.31,14,5-1/4,121,Stallion
AMAZING VICTORY (G123),"Dec 15,2024",268,SHA TIN,Turf,1600,GOOD,1.34.28,4,1-3/4,120,Stallion
AMAZING VICTORY (G123),"Nov 24,2024",211,SHA TIN,Turf,1600,GOOD TO FIRM,1.34.47,2,HD,121,Stallion
AMAZING VICTORY (G123),"Nov 9,2024",175,SHA TIN,Turf,1600,GOOD TO FIRM,1.34.11,5,1-1/2,119,Stallion
AMAZING VICTORY (G123),"Oct 13,2024",101,SHA TIN,Turf,1400,GOOD TO FIRM,1.21.95,6,1-1/2,120,Stallion
AMAZING VICTORY (G123),"Jul 14,2024",831,SHA TIN,Turf,1400,GOOD,1.22.08,6,3-3/4,126,Stallion
AMAZING VICTORY (G123),"Jun 12,2024",748,HAPPY VALLEY,Turf,1200,GOOD,1.10.98,7,4-1/4,127,Stallion
AMAZING VICTORY (G123),"May 11,2024",665,SHA TIN,Turf,1200,GOOD TO FIRM,1.09.72,5,1,131,Stallion
AMAZING VICTORY (G123),"Apr 14,2024",587,SHA TIN,Turf,1400,GOOD TO FIRM,1.21.88,8,2-1/4,133,Stallion
AMAZING VICTORY (G123),"Mar 24,2024",531,SHA TIN,Turf,1400,GOOD TO FIRM,1.22.01,7,2-3/4,135,Stallion
AMAZING VICTORY (G123),"Feb 25,2024",455,SHA TIN,Turf,1400,GOOD,1.22.60,3,1-1/4,132,Stallion
AMAZING VICTORY (G123),"Jan 28,2024",378,SHA TIN,Turf,1400,GOOD,1.22.67,5,1-1/4,132,Stallion
AMAZING VICTORY (G123),"Jan 1,2024",306,SHA TIN,Turf,1400,GOOD,1.23.22,4,1-1/4,134,Stallion
AMAZING VICTORY (G123),"Dec 10,2023",234,SHA TIN,Turf,1400,GOOD,1.23.22,8,2,132,Stallion
AMAZING VICTORY (G123),"Nov 11,2023",166,SHA TIN,Turf,1400,GOOD,1.22.57,4,3-1/4,135,Stallion
AMAZING VICTORY (G123),"Oct 15,2023",90,SHA TIN,Turf,1400,GOOD,1.21.72,5,3-3/4,135,Stallion
BEAUTY JOY (E058),"Nov 9,2025",166,SHA TIN,Turf,1800,GOOD,1.48.10,9,4-3/4,135,Stallion
BEAUTY JOY (E058),"Oct 19,2025",110,SHA TIN,Turf,1600,GOOD TO FIRM,1.32.84,3,1-3/4,117,Stallion
BEAUTY JOY (E058),"Jul 13,2025",835,SHA TIN,Turf,1600,GOOD TO FIRM,1.33.62,3,1-1/4,135,Stallion
BEAUTY JOY (E058),"Jun 22,2025",774,SHA TIN,Turf,1800,GOOD,1.46.91,1,1-1/4,129,Stallion
BEAUTY JOY (E058),"May 31,2025",722,SHA TIN,Turf,1600,GOOD,1.34.48,9,4,129,Stallion
BEAUTY JOY (E058),"Apr 27,2025",626,SHA TIN,Turf,1600,GOOD,1.33.69,7,3,126,Stallion
BEAUTY JOY (E058),"Apr 13,2025",588,SHA TIN,Turf,1400,GOOD,1.21.26,5,3-1/2,135,Stallion
BEAUTY JOY (E058),"Mar 30,2025",547,SHA TIN,Turf,1600,GOOD,1.34.37,5,1-3/4,123,Stallion
BEAUTY JOY (E058),"Jan 19,2025",363,SHA TIN,Turf,1600,GOOD TO FIRM,1.34.20,4,4,126,Stallion
BEAUTY JOY (E058),"Jan 1,2025",314,SHA TIN,Turf,1400,GOOD,1.21.75,7,5-1/4,129,Stallion
BEAUTY JOY (E058),"Dec 8,2024",246,SHA TIN,Turf,1600,GOOD,1.33.62,3,1-3/4,126,Stallion
BEAUTY JOY (E058),"Nov 17,2024",189,SHA TIN,Turf,1600,GOOD,1.33.35,5,3-1/4,123,Stallion
BEAUTY JOY (E058),"Nov 3,2024",153,SHA TIN,Turf,1800,GOOD TO FIRM,1.46.93,7,3-1/4,135,Stallion
BEAUTY JOY (E058),"Oct 13,2024",99,SHA TIN,Turf,1600,GOOD TO FIRM,1.33.79,5,1-3/4,129,Stallion
BEAUTY JOY (E058),"Jun 23,2024",770,SHA TIN,Turf,1800,GOOD,1.48.70,2,N,135,Stallion
BEAUTY JOY (E058),"Jun 2,2024",719,SHA TIN,Turf,1600,GOOD TO FIRM,1.34.37,3,2-3/4,135,Stallion
BEAUTY JOY (E058),"Apr 28,2024",623,SHA TIN,Turf,1600,YIELDING,1.35.48,7,6,126,Stallion
BEAUTY JOY (E058),"Apr 7,2024",566,SHA TIN,Turf,1600,GOOD,1.34.03,1,1-1/4,123,Stallion
BEAUTY JOY (E058),"Mar 10,2024",490,SHA TIN,Turf,1400,GOOD,1.22.64,7,3,126,Stallion
BEAUTY JOY (E058),"Feb 25,2024",452,SHA TIN,Turf,2000,GOOD,2.01.00,6,4-1/4,126,Stallion
BEAUTY JOY (E058),"Jan 21,2024",357,SHA TIN,Turf,1600,GOOD,1.34.31,3,2-1/4,126,Stallion
BEAUTY JOY (E058),"Jan 1,2024",303,SHA TIN,Turf,1400,GOOD,1.22.40,3,2-3/4,123,Stallion
BEAUTY JOY (E058),"Dec 10,2023",238,SHA TIN,Turf,1600,GOOD,1.34.66,5,3-1/2,126,Stallion
BEAUTY JOY (E058),"Nov 19,2023",183,SHA TIN,Turf,1600,GOOD TO FIRM,1.33.04,2,SH,123,Stallion
BEAUTY JOY (E058),"Oct 15,2023",88,SHA TIN,Turf,1600,GOOD,1.34.59,7,2-1/2,122,Stallion
BEAUTY JOY (E058),"Sep 24,2023",39,SHA TIN,Turf,1400,GOOD,1.22.25,4,2,135,Stallion
